time,NEE_SOLO_EC,GPP_SOLO_EC,ER_SOLO_EC,ET_EC,Ta_EC,Sws_EC,RH_EC,Precip_EC,Fn_EC,Fe_EC,Fh_EC,Fsd_EC,Fld_EC,CO2_EC,VPD_EC,kNDVI_RS,x_coord,y_coord,MODIS_GPP,GOSIF_GPP,DIFFUSE_GPP,CABLE_BIOS_NEE,CABLE_BIOS_GPP,CABLE_BIOS_ER,This_Study_NEE,This_Study_GPP,This_Study_ER,FLUXCOM_RS_GPP,FLUXCOM_RS_NEE,FLUXCOM_RS_ER
2014-01-15,41.146195201115496,124.61046791835952,165.75666311947504,75.06866365425958,23.467438306451612,0.09545453792625656,68.48799092687493,27.4,175.88698499175857,68.76809779797317,86.96090713422362,250.51537228878465,395.564035483871,397.01038758643926,9.276950197417783,0.30232736,150.723611,-33.615278,212.95088,180.6906,201.75984,49.6267610600392,118.43491276954592,169.95596974192506,-30.64105,176.74846,142.34146,130.61052,-19.942202,106.549545
2014-02-15,30.46542042775324,104.28718943559483,134.75260986334808,61.45233539337911,22.47010896577381,0.11814463259802788,72.74222476838598,56.199999999999996,153.6327924365729,62.32616159110243,62.141386098183204,210.44280356847543,396.83053400297615,400.52478075369004,7.544056480947076,0.2946442,150.723611,-33.615278,162.61266,146.0938,209.49373,44.84458286522932,110.62519835854972,156.77919396774934,-18.224655,166.84506,146.47115,131.36217,-20.191092,105.14774
2014-03-15,16.000617703059916,126.44839920144028,142.4490169045002,76.91520571613628,21.39285350134409,0.1359725881502163,77.36977864903294,118.8,128.09619607554504,70.4596582829719,35.39070405190944,179.82250623963776,389.535649327957,406.81291971605737,5.856466825589926,0.42157564,150.723611,-33.615278,198.3076,167.8072,193.89201,7.03132859982135,153.15480747165427,156.8469248084669,-16.34926,165.02516,148.0325,144.5102,-26.221504,109.65231
2014-04-15,-2.599659114529727,122.12753076979298,119.52787165526325,59.48885749297941,18.788632069444443,0.1362751484562645,73.15917769084207,54.4,93.62845236506182,56.31244627499008,22.29204016250906,149.29550737122915,366.8204708333334,415.48713555746735,5.8930683206976076,0.4627686,150.723611,-33.615278,124.57375,139.0581,151.69742,-23.363316593038014,171.02852399524303,148.3012330378127,-19.85646,143.69592,123.19305,129.19756,-22.727505,99.11813
2014-05-15,-28.22161649956356,119.64217447410921,91.42055797454566,39.307500853051835,16.107163746639785,0.0875332419419092,67.87149325195998,3.2,70.80910475194894,36.00839459865889,22.162716734328427,137.3801212241465,338.9081899193548,414.45033329940713,5.9370802795340065,0.42394975,150.723611,-33.615278,138.99171,118.0731,106.1162,-35.98713654925232,152.699951862373,118.15205616432031,-28.405209,125.949265,99.372795,112.53629,-16.628708,90.2841
2014-06-15,-35.839828734413864,101.15117137846048,65.31134264404662,43.741522236472946,13.600533612500001,0.09788497977881995,69.33541745486748,26.800000000000004,48.84130779371528,41.40594095656251,6.769756016933376,109.53385581040973,328.28124881944444,370.41378149519574,4.809175170245802,0.38722882,150.723611,-33.615278,104.882805,92.6913,67.48854,-8.760412045769709,111.00229784876747,102.29395873197424,-26.386253,105.47931,81.29508,93.13124,-11.606673,77.69054
2014-07-15,-47.819749644528514,96.35163316903063,48.53188352450212,33.35833503109892,12.084814469959676,0.08748578390091799,62.874369105197594,15.6,55.05115548528629,30.558546457700235,17.326625390463576,127.1715926887258,310.033320967742,408.61371297676135,5.26521943821461,0.30079982,150.723611,-33.615278,102.40607,84.1445,62.945995,-3.709538798127552,93.05298530738047,89.22903781826342,-30.18801,100.55764,69.86408,85.110886,-13.152069,66.73705
2014-08-15,-33.545861597386114,94.79698280841609,61.25112121102998,48.24435186106542,12.784336378360214,0.13824361686621056,69.16419576879849,107.00000000000001,81.79689614259006,44.195169401997504,26.234625128826558,140.9885327963441,330.16297909946235,408.40881870996526,4.581623094156269,0.27392203,150.723611,-33.615278,107.9054,83.8663,103.334656,13.493084783882237,106.12871049066008,117.44837495284757,-20.314037,106.08479,84.7278,97.75301,-20.373655,70.38458
2014-09-15,-36.75519075969375,123.12879940280801,86.37360864311427,56.86084429981858,16.201987782638888,0.12117238158447774,62.14203992630689,21.800000000000004,131.8098533474389,53.824756008501105,51.4856800799749,206.65495311168053,340.7102449305555,409.03599909220924,7.038994683892586,0.33410215,150.723611,-33.615278,147.53189,120.935,143.9469,-39.71451923267919,182.6006756946935,142.03284496063333,-33.98208,150.2199,110.244316,122.2004,-27.59366,87.81205
2014-10-15,-9.36159398546543,132.46417428561318,123.10258030014775,58.50283588397809,19.6909041446914,0.11369952696552396,58.94138675236096,57.0,172.65620405139128,53.592651629677654,78.6888746581103,257.5007696875387,357.960004188729,408.2867664470081,9.546228451957832,0.3313495,150.723611,-33.615278,158.65817,163.746,167.04596,-29.840453620101872,192.36790096760032,163.86032955408317,-37.245735,177.5795,137.03432,127.226974,-24.214273,96.681244
2014-11-15,18.210758761710917,107.73064230563612,125.94140106734704,61.63979175280426,21.96773307361111,0.08501993265409734,62.35353516983406,49.8,196.35653233729167,58.34853126723786,99.13222493800761,278.9167824846528,379.5243560416666,398.9082492743839,10.098641763122336,0.25723076,150.723611,-33.615278,195.01807,164.1043,169.03474,37.115240026919196,135.61442392658506,174.8651423222696,-28.144083,163.82573,133.12782,126.12256,-21.26289,98.74485
2014-12-15,34.79194625417168,115.59970072743774,150.39164698160943,96.43939231688327,22.39015611170901,0.20729275346048306,70.50949176313007,195.39999999999998,196.7099381746091,88.34516613974941,71.53452550476625,261.16620414776,394.9066146809311,408.9171505239002,8.121557012782505,0.332079,150.723611,-33.615278,254.14288,193.5554,240.90225,-21.466753327018125,238.40527368793252,210.16219049240118,-11.09803,167.72427,151.55981,151.18452,-31.988436,111.940575
