time,NEE_SOLO_EC,GPP_SOLO_EC,ER_SOLO_EC,ET_EC,Ta_EC,Sws_EC,RH_EC,Precip_EC,Fn_EC,Fe_EC,Fh_EC,Fsd_EC,Fld_EC,CO2_EC,VPD_EC,kNDVI_RS,x_coord,y_coord,MODIS_GPP,GOSIF_GPP,DIFFUSE_GPP,CABLE_BIOS_NEE,CABLE_BIOS_GPP,CABLE_BIOS_ER,This_Study_NEE,This_Study_GPP,This_Study_ER,FLUXCOM_RS_GPP,FLUXCOM_RS_NEE,FLUXCOM_RS_ER
2007-09-15,-103.56344113644,284.07398181684,180.5105406804,40.72824173176049,10.545239244145835,0.38874114462466847,81.42271191829165,88.0,63.65325759726389,38.553554750404146,-9.338036743662283,155.86682664755557,310.9004613245833,336.6716666666666,2.3761190328830177,0.6117943,142.81,-38.525,91.02708,319.19217,113.922264,-28.49372079904547,231.056639289515,204.2232291478993,-82.96005,235.86552,150.10323,170.62566,-59.043682,101.6729
2007-10-15,-144.0136920438,332.1515963682,188.13790432439998,76.6705662193079,11.585490948521505,0.3016643125805213,82.66435955208333,48.6,110.42655776745968,70.23555155155834,9.405024586710566,222.14100848465728,317.16305999408604,353.9111748690378,2.377866739521716,0.5857063,142.81,-38.525,110.89734,383.5524,151.84567,-76.85022377297886,329.37073562728455,244.72137968156363,-96.03382,252.89531,156.71632,193.80443,-73.46025,110.435745
2007-11-15,-48.69069984854435,214.09076150774433,165.4000616592,72.91406228384652,13.595791142468514,0.19578935052598082,90.14210874374395,80.60000000000001,138.58109623705556,69.02081142733249,45.7924207497814,250.88203848622223,335.2081289038889,360.10502803423753,1.5455447370172581,0.5049672,142.81,-38.525,196.9646,332.2873,173.22578,-116.0522683885856,401.76426405986285,284.0526841547637,-51.84317,216.55435,162.73251,182.34305,-68.32796,116.539795
2007-12-15,-19.697396825196,210.351679585596,190.6542827604,100.13857530102322,16.189404753991937,0.23315093863698816,77.15926460584677,40.8,156.5421740377016,91.73387408848215,44.4623789490423,280.9800640626714,339.63723935060483,361.13384851080383,4.243353051844133,0.31351605,142.81,-38.525,142.46861,214.54439,143.82399,-79.69013976498404,384.5814487758012,291.77454190349795,-14.891632,172.68619,155.34015,101.69053,-23.981277,85.83222
2008-01-15,18.4923430947,128.80918949489998,147.3015325896,62.10958006648829,16.72001921248387,0.06363274678639261,78.59659901736559,17.2,161.3729005322715,56.896679230561396,87.25825966782644,298.7032607543212,340.5185598057796,350.40753953194184,4.1152621137277805,0.21537483,142.81,-38.525,133.7989,134.37355,103.15923,-9.118120487565022,280.8602501733501,283.00132448389496,2.4194634,123.36601,129.90964,72.435005,-8.106157,72.913765
2008-02-15,61.895516818139996,60.38149889106,122.27701570919999,38.53293476988715,15.611746948275862,0.06614148450328408,79.1022281433908,17.200000000000003,124.67819006410919,37.733241040627036,76.88391139367816,234.2513218789152,341.84002917068966,350.78957778421847,3.7393721628732375,0.16246833,142.81,-38.525,97.241745,89.95045,83.26329,38.28211995656703,200.02469977787888,245.45350348077625,24.355824,90.833984,118.75648,40.440834,10.588763,61.73154
2008-03-15,81.81803221074,52.638346356659994,134.45637856739998,34.673106079839854,16.51483077150941,0.08000483870967742,73.29998844278899,27.0,91.14324869088038,31.76296784554028,55.53633800860215,206.94605511323923,333.51191927338715,359.5839520212641,5.065995242123129,0.14118972,142.81,-38.525,72.18129,83.98028,57.342678,75.37569499570922,132.6796817469813,211.218871388338,30.521875,79.361694,117.26731,39.470253,11.155715,61.036926
2008-04-15,48.378358056672,63.363376121328,111.741734178,27.44221962377056,14.21340632156489,0.11105814647295323,71.00427791048222,50.2,51.50813036329861,25.976940612995154,22.135507344938492,134.0099550985625,321.91488159097224,366.5696022727273,4.7348117701100865,0.34270272,142.81,-38.525,70.248116,127.62344,87.11184,45.83343883938307,131.7682695427534,179.14269226087464,-10.003689,103.15047,110.69133,79.99524,-4.7674427,78.03418
2008-05-15,36.401152380119996,98.66731607748,135.0684684576,19.781337381294925,13.296422765705483,0.1900462620660354,64.3933160704571,54.6,27.994247295322577,18.121075791048845,2.9807793682795705,86.21849929055779,326.6022376060484,373.27054600179645,5.4731343779181625,0.53165823,142.81,-38.525,51.900074,170.45541,65.65715,30.014736912429328,136.82025718061712,166.36656258600493,-5.319679,121.328545,118.518906,89.27395,-7.483572,77.68289
2008-06-15,0.5752069880400006,138.28216618116,138.8573731692,15.739070335154707,13.2753547458272,0.249610919405194,65.08405439126219,60.0,16.95034446047629,14.898681703061571,-15.67318035537867,66.04840389164308,330.67448697435645,357.9283169985907,5.359484056348021,0.61653435,142.81,-38.525,44.373394,186.1125,51.13201,32.04418403868791,121.51882988670067,155.64333444703777,-12.034661,131.30684,121.76594,73.73115,1.6333336,70.63529
2008-07-15,-32.86778150808,184.49258118048,151.6247996724,16.79340250374272,8.630653782260186,0.3307471468418311,87.92001601458402,147.0,24.850514101052223,15.383920393960253,-18.60965303763441,84.16174438178798,308.6477895174895,421.9119925471954,1.3567039386530264,0.6206051,142.81,-38.525,53.85746,199.95833,46.25959,32.87397151043646,136.5559872307034,167.0848941010066,-28.039968,155.47238,125.97682,89.64003,-10.121156,72.19061
2008-08-15,-49.63255002,212.0560292592,162.4234792392,25.344249090572397,8.439371438536766,0.39112167374908224,94.18416542246737,111.2,48.83787661673588,23.217088399278833,-9.566472880674196,103.69771538939779,312.81387207457533,334.01880386135315,0.6446842222881296,0.6107205,142.81,-38.525,66.8738,204.94794,72.20339,11.535142089880747,173.0513271166518,185.3786788190754,-46.50159,178.11789,131.11723,106.29098,-21.26556,77.32899
2008-09-15,-88.35508301724,265.01845775544,176.6633747382,56.94360859952002,10.38835123102416,0.38874114462466847,88.43811389444444,37.0,86.72915124062605,53.90310110331108,-3.2425199264016515,168.81085052570293,311.004759435541,330.4152713331684,1.4632419459428232,0.59912664,142.81,-38.525,124.39608,291.69305,115.19106,-25.894663624600195,242.75130711577955,212.50340157208916,-76.6058,225.81456,146.58559,158.35597,-52.480663,97.83051
2008-10-15,-106.36505031900049,287.4082080774005,181.0431577584,72.62237537766987,11.807139598700267,0.3016643125805213,89.76651987096776,22.6,115.11053268197018,66.52712822082245,16.964396572580643,207.56547071837508,325.9800964876462,336.2670767030387,1.4246610475452566,0.5831423,142.81,-38.525,128.05742,370.6176,154.83401,-90.75411823367945,312.6751548920272,227.31176881762195,-92.38381,239.08882,154.24109,168.1652,-58.302185,105.331
2008-11-15,-70.97596302924674,230.6891045422867,159.71314151304,68.37198431450435,13.342435816259563,0.19578935052598082,79.22997396634416,29.4,145.32200832266886,64.72125799153854,42.67480469407837,244.47679492917888,341.18587460467285,376.2473454790161,3.2023112077729077,0.366982,142.81,-38.525,100.76419,266.77545,129.729,-103.10977704710854,333.1919321860446,224.36681319754103,-49.61581,190.54988,145.34128,121.64445,-29.696632,93.79117
2008-12-15,-16.438612557599996,198.4897873908,182.05117483319998,81.90079126425883,13.87887002626344,0.23315093863698816,78.68751938004031,83.0,163.65365011768145,75.02680012170903,54.30784618817204,270.1740925432594,340.76266774112906,384.29464876096904,3.4043991175558252,0.2936566,142.81,-38.525,125.37231,201.3661,147.2655,-44.25411880805074,328.22132090664724,274.1060726325335,-21.94937,177.5343,154.73026,108.78048,-28.497969,86.7279
2009-01-15,-10.900558455983997,163.25665183238402,152.3560933764,71.27670365112856,16.489531923459676,0.06363274678639261,71.50386200526881,9.4,175.82772327071237,65.29439967085165,76.30745038978495,314.8968446618347,337.17024392123653,384.29418312055606,5.397944486753835,0.2539688,142.81,-38.525,150.08295,176.95284,99.96586,-30.31653579939466,275.92850566375654,254.86402603847856,-15.943898,145.19698,133.00159,90.31842,-18.622007,77.28658
2009-02-15,44.104339285559995,77.95516475484,122.05950404039999,23.023082398595818,17.273861516770832,0.06614217952806122,73.37566478162202,1.4000000000000001,131.91358053034227,23.350460885083788,78.01662470238095,254.84193153376486,347.9523887165179,363.47842402485196,5.305226006677935,0.15090096,142.81,-38.525,89.70767,84.81228,62.88182,47.96865001792221,172.42899215770433,224.53818374007878,22.943737,85.54641,113.32724,37.00177,10.942295,58.771202
2009-03-15,67.58144415582635,46.90540419257365,114.4868483484,27.350070764791933,15.281985047372718,0.08000483870967742,79.97888679299874,36.4,90.96287957461692,25.054560046480546,43.37812288978495,179.87550500112528,343.08378051761355,378.0770357631423,3.5063268737944924,0.18529624,142.81,-38.525,82.75398,82.04578,80.17982,69.26683077329233,130.84662131859267,200.85225188350975,30.290758,73.29529,108.35347,45.208668,6.8401523,62.11011
2009-04-15,46.710861399786495,52.328127331013505,99.0389887308,30.21250989115125,13.136218801769443,0.11105814647295323,80.1887695985,69.0,53.74831858906944,28.599311060543485,20.31382505361463,134.12853428627082,325.01539745791666,386.27534030625884,3.0130767936495517,0.29410574,142.81,-38.525,59.77124,87.46961,72.96083,36.7942918798699,131.86528593755824,168.14718222845073,20.383623,73.688225,101.57101,63.678867,1.5273517,71.77351
2009-05-15,55.20174102344053,65.72734914975946,120.9290901732,19.980545403030867,11.658561998551075,0.19847631448412698,89.7452331891801,59.19999999999999,27.992448870087365,18.303564143099063,-0.615917223535753,81.73445859545028,331.68167166075267,372.54514798868934,1.413506429306252,0.5066802,142.81,-38.525,61.184345,137.11217,68.81028,49.84212014558988,130.84255701656048,181.3505152058125,1.9378871,102.91186,113.302155,81.53822,-0.39540562,78.28975
